Year,Match Number,City,Date,Winner,Team 1,Team 2,Total Score for Team 1,Total Wicket for Team 1,Total Score for Team 2,Total Wicket for Team 2,Batting team,Bowling team,Over Number,Runs Scored in over,Runs Scored till that over,Wicket Taken in over,Wickets Taken till that over,Winning Details,Match Detail,final_score,Current Run Rate,Remaining Overs
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,1,12,12,0,0,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,12.0,49
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,2,0,12,0,0,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,6.0,48
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,3,4,16,0,0,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.333333333333333,47
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,4,5,21,0,0,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.25,46
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,5,5,26,0,0,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.2,45
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,6,9,35,0,0,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.833333333333333,44
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,7,4,39,0,0,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.571428571428571,43
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,8,2,41,1,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.125,42
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,9,5,46,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.111111111111111,41
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,10,5,51,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.1,40
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,11,3,54,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,4.909090909090909,39
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,12,7,61,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.083333333333333,38
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,13,3,64,1,2,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,4.923076923076923,37
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,14,5,69,0,2,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,4.928571428571429,36
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,15,4,73,0,2,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,4.866666666666666,35
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,16,6,79,0,2,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,4.9375,34
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,17,15,94,1,3,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.529411764705882,33
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,18,11,105,0,3,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.833333333333333,32
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,19,4,109,0,3,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.7368421052631575,31
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,20,3,112,0,3,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.6,30
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,21,6,118,0,3,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.619047619047619,29
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,22,3,121,1,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.5,28
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,23,4,125,0,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.434782608695652,27
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,24,3,128,0,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.333333333333333,26
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,25,7,135,0,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.4,25
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,26,4,139,0,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.346153846153846,24
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,27,11,150,0,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.555555555555555,23
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,28,5,155,0,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.535714285714286,22
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,29,10,165,0,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.689655172413793,21
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,30,1,166,0,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.533333333333333,20
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,31,5,171,0,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.516129032258065,19
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,32,8,179,0,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.59375,18
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,33,8,187,0,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.666666666666667,17
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,34,4,191,1,5,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.617647058823529,16
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,35,12,203,0,5,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.8,15
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,36,5,208,0,5,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.777777777777778,14
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,37,6,214,0,5,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.783783783783784,13
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,38,7,221,0,5,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.815789473684211,12
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,39,0,221,1,6,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.666666666666667,11
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,40,3,224,0,6,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.6,10
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,41,5,229,0,6,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.585365853658536,9
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,42,6,235,1,7,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.595238095238095,8
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,43,4,239,0,7,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.558139534883721,7
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,44,8,247,0,7,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.613636363636363,6
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,45,3,250,1,8,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.555555555555555,5
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,46,4,254,1,9,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.521739130434782,4
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,47,4,258,0,9,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.48936170212766,3
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,48,5,263,0,9,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.479166666666667,2
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,49,5,268,0,9,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.469387755102041,1
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,50,14,282,0,9,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.64,0
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,1,10,10,0,0,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,10.0,49
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,2,0,10,1,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.0,48
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,3,9,19,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,6.333333333333333,47
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,4,0,19,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,4.75,46
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,5,8,27,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,5.4,45
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,6,10,37,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,6.166666666666667,44
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,7,17,54,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,7.714285714285714,43
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,8,9,63,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,7.875,42
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,9,10,73,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,8.11111111111111,41
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,10,8,81,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,8.1,40
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,11,11,92,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,8.363636363636363,39
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,12,7,99,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,8.25,38
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,13,8,107,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,8.23076923076923,37
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,14,4,111,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,7.928571428571429,36
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,15,10,121,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,8.066666666666666,35
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,16,9,130,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,8.125,34
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,17,8,138,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,8.117647058823529,33
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,18,5,143,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,7.944444444444445,32
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,19,2,145,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,7.631578947368421,31
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,20,9,154,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,7.7,30
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,21,8,162,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,7.714285714285714,29
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,22,6,168,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,7.636363636363637,28
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,23,8,176,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,7.6521739130434785,27
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,24,2,178,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,7.416666666666667,26
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,25,9,187,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,7.48,25
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,26,5,192,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,7.384615384615385,24
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,27,8,200,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,7.407407407407407,23
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,28,8,208,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,7.428571428571429,22
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,29,1,209,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,7.206896551724138,21
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,30,2,211,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,7.033333333333333,20
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,31,11,222,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,7.161290322580645,19
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,32,4,226,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,7.0625,18
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,33,8,234,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,7.090909090909091,17
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,34,11,245,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,7.205882352941177,16
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,35,20,265,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,7.571428571428571,15
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,36,16,281,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,7.805555555555555,14
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,37,2,283,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup",282,7.648648648648648,13
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,1,4,4,0,0,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",286,4.0,49
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,2,9,13,0,0,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",286,6.5,48
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,3,2,15,0,0,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",286,5.0,47
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,4,1,16,1,1,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",286,4.0,46
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,5,2,18,0,1,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",286,3.6,45
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,6,6,24,0,1,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",286,4.0,44
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,7,4,28,0,1,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",286,4.0,43
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,8,6,34,0,1,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",286,4.25,42
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,9,4,38,1,2,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",286,4.222222222222222,41
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,10,5,43,1,3,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",286,4.3,40
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,11,10,53,0,3,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup",286,4.818181818181818,39
