Year,Match Number,City,Date,Winner,Team 1,Team 2,Total Score for Team 1,Total Wicket for Team 1,Total Score for Team 2,Total Wicket for Team 2,Batting team,Bowling team,Over Number,Runs Scored in over,Runs Scored till that over,Wicket Taken in over,Wickets Taken till that over,Winning Details,Match Detail
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,1,12,12,0,0,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,2,0,12,0,0,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,3,4,16,0,0,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,4,5,21,0,0,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,5,5,26,0,0,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,6,9,35,0,0,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,7,4,39,0,0,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,8,2,41,1,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,9,5,46,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,10,5,51,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,11,3,54,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,12,7,61,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,13,3,64,1,2,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,14,5,69,0,2,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,15,4,73,0,2,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,16,6,79,0,2,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,17,15,94,1,3,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,18,11,105,0,3,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,19,4,109,0,3,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,20,3,112,0,3,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,21,6,118,0,3,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,22,3,121,1,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,23,4,125,0,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,24,3,128,0,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,25,7,135,0,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,26,4,139,0,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,27,11,150,0,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,28,5,155,0,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,29,10,165,0,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,30,1,166,0,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,31,5,171,0,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,32,8,179,0,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,33,8,187,0,4,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,34,4,191,1,5,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,35,12,203,0,5,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,36,5,208,0,5,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,37,6,214,0,5,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,38,7,221,0,5,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,39,0,221,1,6,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,40,3,224,0,6,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,41,5,229,0,6,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,42,6,235,1,7,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,43,4,239,0,7,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,44,8,247,0,7,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,45,3,250,1,8,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,46,4,254,1,9,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,47,4,258,0,9,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,48,5,263,0,9,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,49,5,268,0,9,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,ENG,NZ,50,14,282,0,9,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,1,10,10,0,0,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,2,0,10,1,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,3,9,19,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,4,0,19,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,5,8,27,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,6,10,37,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,7,17,54,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,8,9,63,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,9,10,73,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,10,8,81,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,11,11,92,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,12,7,99,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,13,8,107,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,14,4,111,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,15,10,121,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,16,9,130,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,17,8,138,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,18,5,143,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,19,2,145,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,20,9,154,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,21,8,162,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,22,6,168,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,23,8,176,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,24,2,178,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,25,9,187,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,26,5,192,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,27,8,200,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,28,8,208,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,29,1,209,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,30,2,211,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,31,11,222,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,32,4,226,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,33,8,234,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,34,11,245,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,35,20,265,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,36,16,281,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,1st Match (D/N), Ahmedabad,October 05 2023,New Zealand ,ENG,NZ,282,9,283,1,NZ,ENG,37,2,283,0,1,New Zealand won by 9 wickets (with 82 balls remaining),"1st Match (D/N), Ahmedabad, October 05, 2023,
ICC Cricket World Cup"
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,1,4,4,0,0,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup"
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,2,9,13,0,0,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup"
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,3,2,15,0,0,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup"
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,4,1,16,1,1,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup"
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,5,2,18,0,1,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup"
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,6,6,24,0,1,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup"
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,7,4,28,0,1,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup"
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,8,6,34,0,1,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup"
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,9,4,38,1,2,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup"
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,10,5,43,1,3,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup"
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,11,10,53,0,3,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup"
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,12,9,62,0,3,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup"
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,13,5,67,0,3,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup"
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,14,5,72,0,3,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup"
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,15,6,78,0,3,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup"
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,16,3,81,0,3,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup"
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,17,3,84,0,3,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup"
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,18,6,90,0,3,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup"
2023,2nd Match (D/N), Hyderabad,October 06 2023,Pakistan ,PAK,NED,286,10,205,10,PAK,NED,19,8,98,0,3,Pakistan won by 81 runs,"2nd Match (D/N), Hyderabad, October 06, 2023,
ICC Cricket World Cup"
